Para,JPS,A-str,Iterations
"((286, 307), (718, 1015))",1.9485415500006638,4.013878280000062,10
"((488, 133), (266, 750))",0.36229563000088094,0.4440390899981139,10
"((322, 110), (623, 624))",2.0526470399985555,4.296841159998439,10
