Para,A-star euclides,A-star manhattan,Bidirectional BFS,Iterations
"((286, 307), (718, 1015))",2.344448320000083,1.4629880299995421,0.8907157899986486,10
"((488, 133), (266, 750))",0.24599072000128216,0.09619382999953814,0.42643581999873276,10
"((322, 110), (623, 624))",2.5989398400008215,2.008417830002145,0.8707375400001183,10
